feature,importance
1er lot_312,0.0
1er lot_310,0.0
1er lot_309,0.0
1er lot_3085,0.0
1er lot_307,0.0
1er lot_3059,0.0
1er lot_3056,0.0
1er lot_3050,0.0
1er lot_305,0.0
1er lot_3048,0.0
1er lot_3044,0.0
1er lot_1110,0.0
1er lot_1107,0.0
1er lot_1105,0.0
1er lot_11045,0.0
1er lot_1104,0.0
1er lot_1103,0.0
1er lot_11028,0.0
1er lot_1101,0.0
1er lot_10E,0.0
1er lot_1605,0.0
1er lot_3237,0.0
1er lot_322,0.0
1er lot_319,0.0
1er lot_318,0.0
1er lot_317,0.0
1er lot_3419,0.0
1er lot_341,0.0
1er lot_340,0.0
1er lot_337,0.0
1er lot_3365,0.0
1er lot_336,0.0
1er lot_996,0.0
1er lot_3338,0.0
1er lot_3327,0.0
1er lot_940,0.0
1er lot_330,0.0
1er lot_329,0.0
1er lot_328,0.0
1er lot_326,0.0
1er lot_325,0.0
1er lot_1112,0.0
1er lot_355,0.0
1er lot_354,0.0
1er lot_3531,0.0
1er lot_353,0.0
1er lot_352,0.0
1er lot_3513,0.0
Date mutation_04/07/2020,0.0
1er lot_350,0.0
1er lot_349,0.0
1er lot_348,0.0
1er lot_9587,0.0
1er lot_3461,0.0
1er lot_346,0.0
1er lot_9588,0.0
1er lot_343,0.0
1er lot_342,0.0
1er lot_378,0.0
1er lot_377,0.0
1er lot_375,0.0
1er lot_373,0.0
1er lot_372,0.0
1er lot_371,0.0
1er lot_370,0.0
1er lot_369,0.0
1er lot_367,0.0
1er lot_365,0.0
1er lot_361,0.0
1er lot_359,0.0
1er lot_358,0.0
1er lot_357,0.0
1er lot_3560,0.0
1er lot_356,0.0
1er lot_1092,0.0
1er lot_1091,0.0
1er lot_1090,0.0
1er lot_961,0.0
1er lot_963,0.0
1er lot_1087,0.0
1er lot_1086,0.0
1er lot_972,0.0
1er lot_10849,0.0
1er lot_1084,0.0
1er lot_98,0.0
Date mutation_15/08/2020,0.0
1er lot_10813,0.0
1er lot_381,0.0
Date mutation_12/12/2020,0.0
1er lot_379,0.0
1er lot_398,0.0
1er lot_880,0.0
1er lot_395,0.0
1er lot_393,0.0
1er lot_392,0.0
1er lot_391,0.0
1er lot_390,0.0
1er lot_878,0.0
1er lot_869,0.0
1er lot_865,0.0
1er lot_386,0.0
1er lot_385,0.0
1er lot_384,0.0
1er lot_383,0.0
1er lot_1096,0.0
1er lot_1094,0.0
1er lot_859,0.0
1er lot_408,0.0
1er lot_856,0.0
1er lot_406,0.0
1er lot_4055,0.0
1er lot_4050,0.0
1er lot_405,0.0
1er lot_404,0.0
1er lot_4035,0.0
1er lot_4033,0.0
1er lot_4030,0.0
1er lot_403,0.0
1er lot_402,0.0
1er lot_4010,0.0
1er lot_4008,0.0
1er lot_8502,0.0
1er lot_425,0.0
1er lot_424,0.0
1er lot_423,0.0
1er lot_4224,0.0
1er lot_419,0.0
1er lot_418,0.0
1er lot_4155,0.0
1er lot_415,0.0
1er lot_4141,0.0
Date mutation_18/07/2020,0.0
1er lot_413,0.0
1er lot_4121,0.0
1er lot_412,0.0
Date mutation_17/10/2020,0.0
1er lot_4106,0.0
1er lot_410,0.0
1er lot_1075,0.0
1er lot_1074,0.0
1er lot_1073,0.0
1er lot_1071,0.0
1er lot_1070,0.0
1er lot_1069,0.0
1er lot_1068,0.0
1er lot_1067,0.0
1er lot_1066,0.0
1er lot_1064,0.0
1er lot_430,0.0
1er lot_429,0.0
1er lot_428,0.0
1er lot_4271,0.0
1er lot_427,0.0
1er lot_426,0.0
1er lot_448,0.0
Date mutation_19/12/2020,0.0
1er lot_446,0.0
1er lot_444,0.0
1er lot_443,0.0
1er lot_442,0.0
1er lot_441,0.0
1er lot_439,0.0
1er lot_438,0.0
1er lot_437,0.0
1er lot_435,0.0
1er lot_434,0.0
1er lot_433,0.0
1er lot_1077,0.0
1er lot_1076,0.0
1er lot_10753,0.0
1er lot_991,0.0
1er lot_475,0.0
1er lot_472,0.0
1er lot_471,0.0
1er lot_470,0.0
1er lot_13041,0.0
1er lot_1304,0.0
1er lot_464,0.0
1er lot_461,0.0
1er lot_460,0.0
1er lot_459,0.0
1er lot_457,0.0
1er lot_456,0.0
1er lot_1303,0.0
1er lot_452,0.0
1er lot_451,0.0
1er lot_504,0.0
1er lot_503,0.0
1er lot_502,0.0
1er lot_501,0.0
1er lot_500,0.0
1er lot_499,0.0
1er lot_497,0.0
1er lot_496,0.0
1er lot_495,0.0
1er lot_493,0.0
1er lot_492,0.0
1er lot_491,0.0
1er lot_1301,0.0
1er lot_485,0.0
1er lot_483,0.0
1er lot_482,0.0
1er lot_1299,0.0
1er lot_10597,0.0
1er lot_1058,0.0
1er lot_1057,0.0
1er lot_1055,0.0
1er lot_1054,0.0
1er lot_1053,0.0
1er lot_1052,0.0
1er lot_1050,0.0
1er lot_1048,0.0
1er lot_1047,0.0
1er lot_1044,0.0
1er lot_507,0.0
1er lot_5056,0.0
1er lot_505,0.0
1er lot_5047,0.0
1er lot_1296,0.0
1er lot_523,0.0
1er lot_1295,0.0
1er lot_520,0.0
1er lot_519,0.0
1er lot_1293,0.0
1er lot_518,0.0
1er lot_516,0.0
1er lot_515,0.0
1er lot_514,0.0
1er lot_5135,0.0
1er lot_5131,0.0
1er lot_513,0.0
1er lot_512,0.0
1er lot_5104,0.0
1er lot_1394,0.0
1er lot_547,0.0
1er lot_546,0.0
1er lot_543,0.0
1er lot_541,0.0
1er lot_540,0.0
1er lot_537,0.0
1er lot_536,0.0
1er lot_534,0.0
1er lot_533,0.0
1er lot_532,0.0
1er lot_531,0.0
1er lot_530,0.0
1er lot_527,0.0
1er lot_526,0.0
1er lot_525,0.0
1er lot_5247,0.0
1er lot_1037,0.0
1er lot_1035,0.0
1er lot_1387,0.0
1er lot_1033,0.0
1er lot_1379,0.0
1er lot_1376,0.0
1er lot_1031,0.0
1er lot_1374,0.0
1er lot_1029,0.0
1er lot_567,0.0
1er lot_1361,0.0
1er lot_559,0.0
1er lot_557,0.0
1er lot_556,0.0
1er lot_554,0.0
1er lot_549,0.0
1er lot_600,0.0
1er lot_5C,0.0
1er lot_598,0.0
1er lot_595,0.0
1er lot_5867,0.0
1er lot_583,0.0
1er lot_582,0.0
1er lot_581,0.0
1er lot_580,0.0
1er lot_577,0.0
1er lot_1359,0.0
1er lot_1439,0.0
1er lot_569,0.0
1er lot_1041,0.0
1er lot_1040,0.0
1er lot_1038,0.0
1er lot_622,0.0
1er lot_1430,0.0
1er lot_618,0.0
1er lot_6177,0.0
1er lot_6165,0.0
1er lot_612,0.0
1er lot_611,0.0
1er lot_610,0.0
1er lot_1429,0.0
1er lot_606,0.0
1er lot_605,0.0
1er lot_604,0.0
1er lot_1414,0.0
1er lot_603,0.0
1er lot_6027,0.0
1er lot_1413,0.0
1er lot_1024,0.0
1er lot_1023,0.0
1er lot_1021,0.0
1er lot_1019,0.0
1er lot_1018,0.0
1er lot_1017,0.0
1er lot_1016,0.0
1er lot_1015,0.0
1er lot_1014,0.0
1er lot_1013,0.0
1er lot_10126,0.0
1er lot_632,0.0
1er lot_628,0.0
1er lot_626,0.0
1er lot_625,0.0
1er lot_624,0.0
1er lot_676,0.0
1er lot_659,0.0
1er lot_647,0.0
1er lot_646,0.0
1er lot_1410,0.0
1er lot_6434,0.0
1er lot_141,0.0
1er lot_1404,0.0
1er lot_1401,0.0
1er lot_1313,0.0
1er lot_5183,0.0
1er lot_635,0.0
1er lot_1308,0.0
1er lot_1026,0.0
1er lot_1025,0.0
1er lot_10244,0.0
1er lot_1004,0.0
1er lot_1003,0.0
1er lot_10025,0.0
1er lot_100205,0.0
1er lot_1002,0.0
1er lot_10017,0.0
1er lot_1001,0.0
1er lot_703,0.0
1er lot_7008,0.0
1er lot_697,0.0
1er lot_694,0.0
1er lot_689,0.0
1er lot_683,0.0
1er lot_6809,0.0
1er lot_680,0.0
1er lot_677,0.0
1er lot_1306,0.0
1er lot_1305,0.0
1er lot_736,0.0
1er lot_1269,0.0
1er lot_722,0.0
1er lot_721,0.0
1er lot_717,0.0
1er lot_710,0.0
1er lot_1012,0.0
1er lot_1011,0.0
1er lot_1261,0.0
1er lot_1009,0.0
1er lot_1008,0.0
1er lot_1255,0.0
1er lot_1252,0.0
1er lot_1005,0.0
1er lot_796,0.0
1er lot_779,0.0
1er lot_777,0.0
1er lot_1248,0.0
1er lot_766,0.0
1er lot_764,0.0
1er lot_754,0.0
1er lot_753,0.0
Date mutation_28/11/2020,0.0
Type de voie_CR,0.0
1er lot_1244,0.0
1er lot_10001,0.0
1er lot_1501,0.0
Type de voie_RLE,0.0
1er lot_1490,0.0
Type de voie_ESP,0.0
1er lot_847,0.0
1er lot_840,0.0
1er lot_838,0.0
1er lot_8329,0.0
1er lot_83,0.0
1er lot_821,0.0
1er lot_817,0.0
1er lot_810,0.0
1er lot_1484,0.0
1er lot_8030,0.0
Date mutation_22/08/2020,0.0
Date mutation_21/11/2020,0.0
Date mutation_26/12/2020,0.0
Date mutation_25/10/2020,0.0
Date mutation_25/07/2020,0.0
Date mutation_24/10/2020,0.0
1er lot_989,0.0
1er lot_935,0.0
1er lot_9301,0.0
1er lot_921,0.0
1er lot_920,0.0
1er lot_1476,0.0
1er lot_917,0.0
1er lot_9100,0.0
1er lot_9033,0.0
1er lot_903,0.0
1er lot_9022,0.0
1er lot_901,0.0
Date mutation_07/11/2020,0.0
Date mutation_05/12/2020,0.0
1er lot_1469,0.0
1er lot_1358,0.0
1er lot_1458,0.0
1er lot_1352,0.0
1er lot_1351,0.0
1er lot_1342,0.0
1er lot_134,0.0
1er lot_1338,0.0
1er lot_1336,0.0
1er lot_1327,0.0
1er lot_1326,0.0
1er lot_1325,0.0
1er lot_1457,0.0
1er lot_1323,0.0
1er lot_1321,0.0
1er lot_1317,0.0
1er lot_9B,0.0
Date mutation_13/08/2020,0.0
